post_id,post_text,label,Race,Religion,Gender,Sexual Orientation,Miscellaneous
16495970_gab,ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,1.0,1.0,0.0,1.0,0.0,0.0
12288710_gab,<user> white people have agency unlike mudslime sandniggers who kill random pedastrians without a voice all that is left is violence we will come for journalists and google executives first they will regret what they have done white rebellion free weev weev did nothing wrong just like hitler,1.0,1.0,1.0,0.0,0.0,0.0
2992367_gab,<user> you first kike,1.0,0.0,1.0,0.0,0.0,0.0
27064690_gab,jew should be hated they are a disease that needs to eradicated from among white folk they and their subhuman nigger and arab foot soldiers are the enemy their annihilation is not up for negotiation,1.0,1.0,1.0,0.0,0.0,0.0
25160519_gab,all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight,1.0,1.0,0.0,0.0,0.0,0.0
13534065_gab,yet another sand nigger slaughters innocents hey libscum i hope your sweet little tender daughters are next you brought this scum here now live with it,1.0,1.0,1.0,0.0,0.0,0.0
5529774_gab,yet when a couple of filthy dykes want you to pander to their sins as you see them you must comply by law time to start organizing for yourselves no one else is gonna do it for you,1.0,0.0,0.0,1.0,0.0,0.0
2401168_gab,<user> and all the animals that were killed people were horrified for their bears and coons and they call themselves liberals the definition of a liberal and feminist have changed keep your old dictionaries,0.0,1.0,0.0,0.0,0.0,1.0
24977683_gab,lol that why i wear them i have had many confrontations with the pos muzzies and black panther scum,1.0,1.0,1.0,0.0,0.0,0.0
10504469_gab,reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families,1.0,0.0,1.0,0.0,0.0,0.0
20659618_gab,damn dat wetback needs to strap in those moobs,1.0,1.0,0.0,0.0,0.0,0.0
14564271_gab,i tire with you all day same just blah blah blah kike you will see it a dream cheese puff boy go bed it a school night 😉,1.0,0.0,1.0,0.0,0.0,0.0
1098403782088634368_twitter,zion goes down after slipping and tearing out of his shoes he limps off on his own power jack white in to the game,0.0,0.0,0.0,0.0,0.0,1.0
1122710738450227203_twitter,feisty little girl white walker giant feisty young woman the night king nuff said got,0.0,0.0,0.0,0.0,0.0,1.0
1170408170587447296_twitter,silk sheets and diamonds all white,0.0,0.0,0.0,0.0,0.0,1.0
1162594605868576768_twitter,bro before hoe,0.0,0.0,0.0,1.0,0.0,1.0
1171703732406489088_twitter,cat dicks have barbs so it can scrape out competing sperm,0.0,0.0,0.0,0.0,0.0,1.0
1178444478023180289_twitter,lmao the vikings suck get these niggas out of our city,0.0,0.0,0.0,0.0,0.0,1.0
1174145333212930049_twitter,you niggers need to sack up and tweet nigger,1.0,1.0,0.0,0.0,0.0,1.0
1117963226719764480_twitter,the gap between blackpink and other artists 🤭,0.0,0.0,0.0,0.0,0.0,1.0
1179100689361977344_twitter,girls like a mix of protective let me be a slut,0.0,0.0,0.0,0.0,0.0,1.0
17827276_gab,that is the muzrat strategy in every country they infest,1.0,0.0,1.0,0.0,0.0,0.0
1178562125117173760_twitter,you are a lady uyasebenta and independent you drive a nice car you own a nice apartment you are beautiful and fun but every weekend you wake up with a different guy in bed cry and claim you were raped you do not even remember having sex with them wtf yini lenkinga i am lost,0.0,0.0,0.0,0.0,0.0,1.0
1179070248470888448_twitter,adulting so ghetto i did not sign up for this 🤦 🏽 ‍ ♀️,0.0,0.0,0.0,0.0,0.0,1.0
18743549_gab,sorry about the nigger comment but even blacks do not like niggers,1.0,1.0,0.0,0.0,0.0,0.0
1179000400810168320_twitter,it officially spooky szn bitch,0.0,0.0,0.0,0.0,0.0,1.0
23463421_gab,nd only <percent> nigger but jewish culture should be taken into account here thanks jews,1.0,1.0,1.0,0.0,0.0,0.0
1178780987049889794_twitter,this nigger calling me juicy lips over the phone wtf,1.0,1.0,0.0,0.0,0.0,0.0
1178650031076909056_twitter,i know this is somewhat hypocritical but what the fuck is the deal with queer guys and slightly too small white tshirts,0.0,0.0,0.0,0.0,0.0,1.0
1178822517470965766_twitter,dwts they all look good in white,0.0,0.0,0.0,0.0,0.0,1.0
1178016367200624640_twitter,create a list destabilizing violence,0.0,0.0,0.0,0.0,0.0,1.0
1178503399962300416_twitter,i hate fucking niggers,1.0,1.0,0.0,0.0,0.0,0.0
1178477971960672257_twitter,you all niggers are cancers,1.0,1.0,0.0,0.0,0.0,0.0
1178382366080950276_twitter,man i hate niggers,1.0,1.0,0.0,0.0,0.0,0.0
26478596_gab,hop sing no jew yes but i bet they looked for a jew to play his part then came to conclusion we can not find a jew that will fit the role okay let us get a gook at minimum wage,1.0,0.0,0.0,0.0,0.0,0.0
20055204_gab,this yid endicted yet not arrested and,0.0,0.0,1.0,0.0,0.0,1.0
1179039985175060486_twitter,ima bitch i will admit it,0.0,0.0,0.0,0.0,0.0,1.0
1179032044610801666_twitter,rafiullah shaheed a young man from levi force was shot dead by unknown men in muslim bagh a levies officer was killed in a bomb blast in lashkar gah on sunday while militants were also killed on the same day three people including mullahaniyev were killed in chaman,0.0,0.0,0.0,0.0,0.0,1.0
1178783381934526465_twitter,sabine wren is a raging queer,0.0,1.0,0.0,1.0,0.0,1.0
1117488989362098177_twitter,this nigger just saved the uk,1.0,1.0,0.0,0.0,0.0,0.0
1181224026519359490_twitter,team name washington warhogs team colors red white and blue team location washington dc team president anybody but bruce allen,0.0,0.0,0.0,0.0,0.0,1.0
1083159533848023041_twitter,the same niggas that be flexing jewelry be the same ones trynna get a discount at dollar tree smh,0.0,0.0,0.0,0.0,0.0,1.0
15801100_gab,microchip has had more nigger cocks in him than a kfc urinal in chicongo on mlk day 😎,1.0,1.0,0.0,0.0,0.0,0.0
1177985601628442630_twitter,im wearing white pants and i look like a faggot,0.0,0.0,0.0,0.0,0.0,1.0
1179024659813060609_twitter,overthink can kill yourself too <happy>,0.0,0.0,0.0,0.0,0.0,1.0
4105410_gab,god bless james earl ray putting down that nigger mlk to save all those white girls from his rapist cock maga,1.0,1.0,0.0,0.0,0.0,0.0
1179019685771333634_twitter,<user> one of two things is happening here <number> that girl was raped and is misplacing her pain <number> the girl is insanely jealous of kaitlyn based on biology degree dig i am thinking this one,0.0,0.0,0.0,0.0,0.0,1.0
1178854367929106432_twitter,fucking ulgly ass bitch ass stinky ass bitch ass nigger slave nigger teacher faggot peace of shit suck a dick,1.0,1.0,0.0,0.0,0.0,0.0
1178799354737565697_twitter,god made the niggers he made them in the night he made them in a hurry and forgot to paint them white,1.0,1.0,0.0,0.0,0.0,1.0
1178889620639105024_twitter,<user> slack jawed knuckle dragging mouth breathing toothless inbred redneck backwoods uneducated hillbilly hicks that the republican party,0.0,0.0,0.0,0.0,0.0,1.0
1179105638644760576_twitter,<user> <user> great poet,0.0,0.0,0.0,0.0,0.0,1.0
15391263_gab,pakistani moslem with link to terrorist want to stop a white christian head of state of another country visiting the european country his mother was born in,0.0,0.0,0.0,0.0,0.0,1.0
23018207_gab,you are next kike,1.0,0.0,1.0,0.0,0.0,0.0
25902138_gab,the muzzies and black churches have always been given a pass this primarily helps conservative churches that have been silent on political issues out of fear of losing their 5 0 1 c3 status,1.0,1.0,1.0,0.0,0.0,0.0
17402205_gab,you mean the conservative saint ronald reagan gave amnesty to a million mexicans another chink in his armor,0.0,0.0,0.0,0.0,0.0,1.0
15885342_gab,i vote <number> genocide for the arab and nigger scum raping our women killing our people and destroying europe also include the traitors who support the destruction of our people and our ancestral homelands white power,1.0,1.0,1.0,0.0,0.0,0.0
10945897_gab,it a moslem terrorist tactic attack the women then attack the men when they come to help like when a first explosion will cause casualties a secondary explosion will cause more casualties the medical responders and onlookers stay safe always help carry and conceal,1.0,0.0,1.0,0.0,0.0,1.0
27513034_gab,that his sister sheboon friend melissa is apparently dating some blonde dude,1.0,1.0,0.0,1.0,0.0,0.0
1187319264614801408_twitter,if the bbi will end the circle of violence and tension after every five years then bring it on,0.0,0.0,0.0,0.0,0.0,1.0
1080891149424836609_twitter,if ya nigga ever say that bitch ain t yo friend you better believe him 💯 😭,0.0,1.0,0.0,1.0,0.0,1.0
1179078556145668096_twitter,common blacked on get em high,0.0,0.0,0.0,0.0,0.0,1.0
1170190402357465089_twitter,all these niggas is parrots,0.0,1.0,0.0,0.0,0.0,1.0
1179004578618060800_twitter,i am so tired of corporate america i am only <number> years old and i feel like i have been in this bitch for <number> years,0.0,0.0,0.0,0.0,0.0,1.0
22676555_gab,lol get a load of this kike,1.0,0.0,1.0,0.0,0.0,0.0
9831315_gab,pls call this coon out for the of impoverished blks living on he brink while he and his clowngressional bleak carcass cbc use every avenue to distract from their cowardly performances,1.0,1.0,0.0,0.0,0.0,0.0
1179092761255010304_twitter,tarique is a fucking actor 😂,0.0,0.0,0.0,0.0,0.0,1.0
1178571782313463810_twitter,<user> bernardo is just a white honky,1.0,1.0,0.0,0.0,0.0,1.0
1179029850205503488_twitter,<user> <user> <user> more like authocratism the chinese are no facists but they would be on this like flies on a shit,0.0,0.0,0.0,0.0,0.0,1.0
1178796473175220230_twitter,i raped the jews because it bombed dave,0.0,0.0,1.0,0.0,0.0,1.0
1178778481787842560_twitter,<user> lets see you retweeted and called me a weirdo ur clearly talkin to me unless u was side tweetin me like a faggot which one is it,0.0,0.0,0.0,0.0,0.0,1.0
1166400416676032512_twitter,i keep finding out that these bitches i am stanning are like <number> max,0.0,0.0,0.0,0.0,0.0,1.0
1146516588725710848_twitter,why is anna acting like she black 😊,0.0,1.0,0.0,0.0,0.0,1.0
1187838569748029446_twitter,whyte men that workout switch harder then women ol jiggly booty,0.0,0.0,0.0,0.0,0.0,1.0
1165322295969107969_twitter,you all are sophomores in high school now why aos you wanna bring shit up and charge her scheme ass little girl,0.0,0.0,0.0,0.0,0.0,1.0
1080868076520947712_twitter,you bitches are real life weirdos,0.0,0.0,0.0,1.0,0.0,1.0
1082536285477072897_twitter,trust me karma is a bitch 😉,0.0,0.0,0.0,0.0,0.0,1.0
1179008752932020225_twitter,from <date> to <date> the office of refugee resettlement received a total of <number> allegations of sexual abuse or sexual harassment from the government funded detention facilities and only <number> were referred to the justice dept,0.0,0.0,0.0,0.0,0.0,1.0
1179029276923809792_twitter,<user> no ma am please do not twist the matter no indian muslim would be thrown out only muslim refugees would be shown the door after all muslims have <number> countries to go to while hindus have only one india see in this context,0.0,0.0,0.0,0.0,0.0,1.0
26418398_gab,the chink salivates as the salamander cries out in extinction,1.0,0.0,0.0,0.0,0.0,1.0
1178846052436320256_twitter,<user> <user> <user> <user> <user> follow the thread they are the many people who do not know the difference between illegal immigrant refugee asylum seeker etc,0.0,0.0,0.0,0.0,0.0,1.0
1179101665485443072_twitter,<user> this is difference between illegal muslim refugee who are rohingyas and all the muslim please talk with some sense,0.0,0.0,0.0,0.0,0.0,1.0
1179012930681085952_twitter,<user> you need potassium eat a banana you fucking nigger,1.0,1.0,0.0,0.0,0.0,0.0
1179054449320443905_twitter,<user> woman beauty then she went on this woman instagram page and wrote disgusting comments on nearly every pic this woman posted saying why you so white you have no melanin ew he ugly he needs son regarding a baby saying her other grand kids was trailer trash etc,0.0,0.0,0.0,0.0,0.0,1.0
1163163689027022851_twitter,honestly man most of you guys are nigger faggots,1.0,1.0,0.0,0.0,0.0,0.0
1188492390442487808_twitter,theres dead silence fuck niggaas,0.0,0.0,0.0,0.0,0.0,1.0
1082463145191530496_twitter,he just throwing that hoe up,0.0,0.0,0.0,1.0,0.0,1.0
17464469_gab,ah shit i forgot a sheboon stole an idea from a white person and made god a black woman how completely fulfilling of the stereotype that they can not come up with anything on their own and steal everything,1.0,1.0,0.0,1.0,0.0,0.0
15481820_gab,make the word nigger great again make racial slurs great again my dad told us bedtime stories w bad guys jip the jap jigaboo jones his mom my german grandmother w german accent always called blacks darkies jews jewish shysters <user> pc terminology is part of the brainwashing,1.0,1.0,1.0,0.0,0.0,1.0
1178721668782575616_twitter,through the security council of the united nations colonialist powers have always ensured the division and occupation of muslim lands themselves or assisted others in doing so یو این چھوڑ خلافت لا کشمیر کو آزاد کرا,0.0,0.0,0.0,0.0,0.0,1.0
20448576_gab,a negress too dumb to fuck has a scant chance of understanding anything beyond the size of a dick,1.0,1.0,0.0,1.0,0.0,0.0
1179096686775414784_twitter,every barber shop has a slut that one nigga that goes to any barber to get his haircut and has no sense of barber loyalty it me i am the slut,0.0,0.0,0.0,0.0,0.0,1.0
20317635_gab,fuck what this kike cunt has to say only thing she is good for is sticking a cock down her throat so she can not talk,1.0,0.0,1.0,1.0,0.0,0.0
1179052732658995200_twitter,<user> everything is rape culture and toxic you disagree with a view i hold i hope you get raped 🧐,0.0,0.0,0.0,0.0,0.0,1.0
1178668370209771522_twitter,why are we having all these people from shithole countries coming here,1.0,0.0,0.0,0.0,0.0,0.0
1178870724573978625_twitter,<user> these countries will not reveal their methods and capabilities for trump although no doubt the australian pm would be tempted they loathe his shiny white ass but they know he will be gone soon enough with or without their help,0.0,1.0,0.0,0.0,0.0,1.0
19206277_gab,the only rationale i can see for trump not firing prosecuting rosenstein is that now that little kike is in his pocket bad idea,1.0,0.0,1.0,0.0,0.0,0.0
1178589856466968581_twitter,<user> rape culture is just that culture and it is sickening unfortunately non of the higher ups can understand it because they are all white males who have never had to face anything,0.0,1.0,0.0,1.0,0.0,1.0
24241045_gab,people are getting pissed about the evil muzrat cult and gov t complicity,1.0,0.0,1.0,0.0,0.0,0.0
25290089_gab,wonder what fatso had for dinner today lollers roanna fish pie i think,0.0,0.0,0.0,0.0,0.0,1.0
20179103_gab,angry bald dyke,1.0,0.0,0.0,1.0,0.0,0.0
15724226_gab,if you really want to jack up the gay msm cognitive dissonance we need to see more dindu on homo violence episodes drop leaflets on chicago splaining that gays are fond of carrying fat rolls of cash one day the media queers will all wake up in a log cabin with questions,1.0,1.0,0.0,0.0,0.0,0.0
4321340_gab,<user> lets see what they will do to the smelly kike who composed that tweet and whose name is visible in the photo the world awaits his lynching with relish,1.0,0.0,1.0,0.0,0.0,0.0
27652218_gab,i have found another degenerate who is pushing smut on gab not a joke he is actually promoting smut and porn <user> is a degenerate diversity kike hiding behind patriotism i am not so easily fooled,1.0,0.0,1.0,0.0,0.0,0.0
1179082498304888833_twitter,washed my white shoes they are so clean and bright 🌞,0.0,0.0,0.0,0.0,0.0,1.0
1179094652139556864_twitter,isaac newton alan turing leonardo da vinci florence nightingale alexander the great william shakespeare oscar wilde julius caesar abraham lincoln michaelangelo virginia woolf and fucking zeus were all queer to some degree lgbt excellence 🤭,0.0,0.0,0.0,0.0,0.0,1.0
1081082371913465861_twitter,this is the year you all get r kelly the fidduck out of here sick of that nigger,1.0,1.0,0.0,0.0,0.0,0.0
1184949747087499264_twitter,sesso gratis mature sexy celeb feet free big movies lokal saxy video white halter bikini top,0.0,0.0,0.0,0.0,0.0,1.0
1166424907217027072_twitter,all women are actresses i am just clever enough to be paid for it grace,0.0,0.0,0.0,0.0,0.0,1.0
1170475669530271744_twitter,for the spice golden capricorn reduce white roots sun nuts sunflower powders fluro grey nuts fluro sun set powders,0.0,0.0,0.0,0.0,0.0,1.0
1178774770428461057_twitter,hispanic immigrant dads are literally so wholesome being raised to not show emotion but then showing it about the smallest things they did not have as kids is the purest thing,0.0,0.0,0.0,0.0,0.0,1.0
1178665603302858752_twitter,you tell a nigga that we just fucking he hit me with the so when u become my bitch boy what 🙄,0.0,1.0,0.0,0.0,0.0,1.0
1178763845369597952_twitter,you niggers blow my mind,1.0,1.0,0.0,0.0,0.0,0.0
1179070345912950785_twitter,all my bitches gay do that make me a dyke,0.0,0.0,0.0,0.0,0.0,1.0
16135672_gab,the nigger is a true snake charmer,1.0,1.0,0.0,0.0,0.0,0.0
1179086941037453314_twitter,i wanna start twitter beef with a white christian mom,0.0,1.0,1.0,0.0,0.0,1.0
1178393514364805125_twitter,<user> obama wasn t black he was a mulatto he had a white mother if anything this was a case of racism against caucasians mother thrown to the side barry treated like the lion king what was up with that moral compass jimmy swaggart special edition compass 😂 😂 😂,0.0,0.0,0.0,0.0,0.0,1.0
4813870_gab,everyone should be using duck duck go as a search engine they do not track you and they are not globalist queers ix quick is good too but their search results are not always that great you should also be using brave firefox or tor as a browser boycott silicon valley boycott globalism,0.0,0.0,0.0,0.0,0.0,1.0
1179074521782816768_twitter,<user> literally no one cares oh look we got a white person to complain about this wow good job,0.0,0.0,0.0,0.0,0.0,1.0
1179044844129394698_twitter,<user> i got raped by an alien did not i,0.0,0.0,0.0,0.0,0.0,1.0
1178959565687271424_twitter,<user> we can also throw in there her support for ira violence racist comments about white people blind support for bolivarian economic farce the stupid gift that keeps on giving,0.0,0.0,0.0,0.0,0.0,1.0
1179074622249226242_twitter,<user> <user> <user> <user> not aware of any religion that says your not allowed to exist not aware of any religion that says you can think you are a girl nor is their any religion except islam that forbids homosexuality,0.0,0.0,0.0,0.0,0.0,1.0
1179073562910625793_twitter,my family crest is a fucking dragon bitch 🐉 🐲,0.0,0.0,0.0,0.0,0.0,1.0
1178864197884616704_twitter,<user> <user> <user> <user> kick that raghead out of america,1.0,0.0,1.0,0.0,0.0,0.0
1177913451605299200_twitter,did not we used to condemn liars criminals conmen tax avoidance philanderers corruption collusion pollution deadbeat parents thieves violence threats etc etc wasn t that a thing i quite liked that thing back in the day when opinions mattered brexit britain,0.0,0.0,0.0,0.0,0.0,1.0
15730084_gab,nice idea but i doubt it as my jewish gf back in hs used to say a jew is just a nigger turned inside out neither can ever be satisfied if you give a jew your teeth he will want your eyes too,1.0,1.0,1.0,0.0,0.0,0.0
10618535_gab,you guys in germany and us men here in america too we are gonna have to man up and be crusaders this musloid bullshit is totally unacceptable,1.0,0.0,1.0,0.0,0.0,0.0
1179079789795299328_twitter,can not believe my contract got renewed another <number> months lol but that also means i am working on christmas now which is super gay,0.0,0.0,0.0,0.0,0.0,1.0
25693725_gab,wonder which nigger i bullycided was giving you the dick lol now i have to deal with widows great,1.0,1.0,0.0,0.0,0.0,0.0
13362012_gab,rapture theology tightly interwoven with ideas about the rebirth of israel has inoculated nearly every non mainline protestant denomination against anti semitism meanwhile the mainlines have been infiltrated and are currently obsessed with muzzies and trannies xianity has collapsed,1.0,0.0,1.0,0.0,0.0,0.0
13438032_gab,ok so i have been off twatter for some time now so i may just be rusty but has leftist kike trolling actually gotten worse in quality than it was a year or so ago,0.0,0.0,1.0,0.0,0.0,1.0
1178784446952161281_twitter,<user> speaking as part of the maybe some others i am older and white but also a cis gay man not lesbian i loved the indigo girls since the <number> more recently saw them along w mary chapin carpenter and joan baez in charlottesville four voices <number> years ago,0.0,0.0,0.0,0.0,0.0,1.0
1178003495070371840_twitter,<user> was screaming racial slurs sexual harassment towards the woman comic calling her a slut talking shit about gays using faggot went to go use the restroom and got into an altercation outside because he was pissed there were gender neutral bathrooms,0.0,0.0,0.0,0.0,0.0,1.0
27903408_gab,your muzrat gov t will never allow brexit,1.0,0.0,1.0,0.0,0.0,0.0
5937259_gab,so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,1.0,1.0,0.0,0.0,0.0,0.0
3649082_gab,fakebook just suspended me <number> days for insulting rosie odonnell for calling trump mentally insane it was worth the <number> days you are still a man hating fat dyke rosie lol,1.0,0.0,0.0,1.0,0.0,0.0
21202566_gab,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,1.0,1.0,0.0,0.0,0.0,0.0
23615794_gab,<user> this ugly kike cunt keeps showing up on my timeline,1.0,0.0,1.0,1.0,0.0,0.0
19284740_gab,so disappointed in the super bowl game i only shot <number> coons and no possums or coyotes or fox i d be a millionaire if i had non mangy coyotes or foxes the coons are not more than ornaments gamo whisper brain junker at <number> yards,0.0,0.0,0.0,0.0,0.0,1.0
6175208_gab,ricky vaughn uses his anonymity to say the words nigger and faggot without repercussions and so many people on gab love it lol,1.0,1.0,0.0,0.0,0.0,0.0
16878503_gab,<percent> of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent <number> iq nigger diversity hire cops,1.0,1.0,0.0,0.0,0.0,0.0
10904633_gab,yes but queers are too self righteous to let them be included originally the gay and pedophile communities were working together nambla was started by gay men who liked boys now all subsets of pedophiles are members assuming nambla still exists,1.0,0.0,0.0,0.0,0.0,0.0
21544944_gab,the muzrat trash call everyone a racist,1.0,0.0,1.0,0.0,0.0,0.0
13756324_gab,ali became a mudslime to avoid the draft ask his offspring on twatter a few times if daddy ensured her genitals were mutilated in accordance with mudslime law and why no burqua was worn but received no answer,1.0,0.0,1.0,0.0,0.0,0.0
1179078529771823104_twitter,i have a dream that one day little black boys and girls will be holding hands with little white boys and girls martin luther king jr,0.0,0.0,0.0,0.0,0.0,1.0
1178323876603924480_twitter,<user> these five women hung back while their constituents begged them to support impeachment while <user> <user> <user> <user> took the brunt of harassment from media and gop the leaders here are women of color these five white women followed eventually,0.0,0.0,0.0,0.0,0.0,1.0
15837704_gab,i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a sheboon manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>,1.0,1.0,0.0,0.0,0.0,1.0
24921934_gab,when your pussy self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little kike minded subversive like yourself peace tho trumpowitz so ironical ironybro faggot,1.0,0.0,1.0,0.0,0.0,0.0
25346039_gab,q what do a nigger and a medium domino pizza have in common a they both can not feed a family of <number> <user>,1.0,1.0,0.0,0.0,0.0,0.0
15186957_gab,good riddance to bad nigger garbage,1.0,1.0,0.0,0.0,0.0,0.0
21573075_gab,and all this butthurt faggotry just makes me want to join twp to spite you queers,1.0,0.0,0.0,0.0,0.0,0.0
20773435_gab,saint sir adolf was the most lied about person in history for financial political and kike reasons alt right history lesson,1.0,0.0,1.0,0.0,0.0,0.0
20187632_gab,white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,1.0,1.0,0.0,0.0,0.0,0.0
1188512258881740800_twitter,harry kane is a fucking fanny if he was foriegn the commentators would be going on about how bad diving is in the game absolute wankers,0.0,0.0,0.0,0.0,0.0,1.0
1109558088988794881_twitter,we once went to freedom city to watch golola moses fight a thailand nigga ssebo was knocked out in <number> secs,0.0,0.0,0.0,0.0,0.0,1.0
1185831544956416001_twitter,searches surugaya for the one wamujaku doujin i want sadly closes tab cuz they do not have it,0.0,0.0,0.0,0.0,0.0,1.0
1177919602841571328_twitter,swear these niggas some females now,0.0,1.0,0.0,1.0,0.0,1.0
1178743434745696256_twitter,wow is that someone drinking water wow my queer ass homoerotic anime man drank water is this a jojo reference is this a stand i cannot fucking stand you retard,0.0,0.0,0.0,0.0,0.0,1.0
1179104957825519616_twitter,it really october and my car was <number> degrees when i got in it after work i fucking hate you boomers u ruined this planet and robbed us of our fall die off already fuck,0.0,0.0,0.0,0.0,0.0,1.0
1179014962741743616_twitter,<user> coming from a rag head no less,1.0,0.0,1.0,0.0,0.0,1.0
